komentar,label,cleaned_text,casefolding,text_tokens,stopword_removal
Mas sedih kalo pak anis jadi dia berkomitmen gak akan lanjutkan lalu yang sudah terlanjur dibuat bagaimana apa ada saran 😢😢😢 q dukung pak anis awalya  tapi kalo lihat negara jadi merugi kalo dihentikan 😭😭😭 ada saran pilih yang bisa meneruskan ikn,1,Mas sedih kalo pak anis jadi dia berkomitmen gak akan lanjutkan lalu yang sudah terlanjur dibuat bagaimana apa ada saran dukung pak anis awalya tapi kalo lihat negara jadi merugi kalo dihentikan ada saran pilih yang bisa meneruskan ikn,mas sedih kalo pak anis jadi dia berkomitmen gak akan lanjutkan lalu yang sudah terlanjur dibuat bagaimana apa ada saran dukung pak anis awalya tapi kalo lihat negara jadi merugi kalo dihentikan ada saran pilih yang bisa meneruskan ikn,"['mas', 'sedih', 'kalo', 'pak', 'anis', 'jadi', 'dia', 'berkomitmen', 'gak', 'akan', 'lanjutkan', 'lalu', 'yang', 'sudah', 'terlanjur', 'dibuat', 'bagaimana', 'apa', 'ada', 'saran', 'dukung', 'pak', 'anis', 'awalya', 'tapi', 'kalo', 'lihat', 'negara', 'jadi', 'merugi', 'kalo', 'dihentikan', 'ada', 'saran', 'pilih', 'yang', 'bisa', 'meneruskan', 'ikn']",mas sedih kalo anis berkomitmen gak lanjutkan terlanjur saran dukung anis awalya kalo lihat negara merugi kalo dihentikan saran pilih meneruskan ikn
Yang nggak setuju ikn itu pasti kadrun karena mereka kan anti kemapanan dan kemajuan yangà mereka perduli cuma berdiri negara islam,0,Yang nggak setuju ikn itu pasti kadrun karena mereka kan anti kemapanan dan kemajuan yang mereka perduli cuma berdiri negara islam,yang nggak setuju ikn itu pasti kadrun karena mereka kan anti kemapanan dan kemajuan yang mereka perduli cuma berdiri negara islam,"['yang', 'nggak', 'setuju', 'ikn', 'itu', 'pasti', 'kadrun', 'karena', 'mereka', 'kan', 'anti', 'kemapanan', 'dan', 'kemajuan', 'yang', 'mereka', 'perduli', 'cuma', 'berdiri', 'negara', 'islam']",nggak setuju ikn kadrun anti kemapanan kemajuan perduli berdiri negara islam
Kalu ikn jadi negara tetangga akan malu sma tki,0,Kalu ikn jadi negara tetangga akan malu sma tki,kalu ikn jadi negara tetangga akan malu sma tki,"['kalu', 'ikn', 'jadi', 'negara', 'tetangga', 'akan', 'malu', 'sma', 'tki']",kalu ikn negara tetangga malu sma tki
Saya lebih percaya pada pak thom.. Dari pada ke pada orang2 dekat jokowi. Ikn proyek ambisius,0,Saya lebih percaya pada pak thom Dari pada pada orang dekat jokowi Ikn proyek ambisius,saya lebih percaya pada pak thom dari pada pada orang dekat jokowi ikn proyek ambisius,"['saya', 'lebih', 'percaya', 'pada', 'pak', 'thom', 'dari', 'pada', 'pada', 'orang', 'dekat', 'jokowi', 'ikn', 'proyek', 'ambisius']",percaya thom orang jokowi ikn proyek ambisius
ada bung yg di bangga in...DAN selalu di belA ....... keahlian Manipulatif data ...,0,ada bung bangga inDAN selalu belA keahlian Manipulatif data,ada bung bangga indan selalu bela keahlian manipulatif data,"['ada', 'bung', 'bangga', 'indan', 'selalu', 'bela', 'keahlian', 'manipulatif', 'data']",bangga indan bela keahlian manipulatif data
"Terimakasih bang infonya, ada salah satu pasangan capres-cawapres yg &quot;anti&quot; ikn..<br>Dan semoga netizen cerdas menyikapinya.",1,Terimakasih bang infonya ada salah satu pasangan caprescawapres anti iknbrDan semoga netizen cerdas menyikapinya,terimakasih bang infonya ada salah satu pasangan caprescawapres anti iknbrdan semoga netizen cerdas menyikapinya,"['terimakasih', 'bang', 'infonya', 'ada', 'salah', 'satu', 'pasangan', 'caprescawapres', 'anti', 'iknbrdan', 'semoga', 'netizen', 'cerdas', 'menyikapinya']",terimakasih bang infonya salah pasangan caprescawapres anti iknbrdan semoga netizen cerdas menyikapinya
Menjadi suatu kebanggaan untuk Indonesia  kalau IKN jadi 100%,1,Menjadi suatu kebanggaan untuk Indonesia kalau IKN jadi,menjadi suatu kebanggaan untuk indonesia kalau ikn jadi,"['menjadi', 'suatu', 'kebanggaan', 'untuk', 'indonesia', 'kalau', 'ikn', 'jadi']",kebanggaan indonesia ikn
"Contoh Dubai yang bukan IKN tapi ingin jadi IKN dan sekarang jadi kota terkaya a,, ini kita harusnya bersyukur pemerintah punya rencana Buat kota baru..",0,Contoh Dubai yang bukan IKN tapi ingin jadi IKN dan sekarang jadi kota terkaya ini kita harusnya bersyukur pemerintah punya rencana Buat kota baru,contoh dubai yang bukan ikn tapi ingin jadi ikn dan sekarang jadi kota terkaya ini kita harusnya bersyukur pemerintah punya rencana buat kota baru,"['contoh', 'dubai', 'yang', 'bukan', 'ikn', 'tapi', 'ingin', 'jadi', 'ikn', 'dan', 'sekarang', 'jadi', 'kota', 'terkaya', 'ini', 'kita', 'harusnya', 'bersyukur', 'pemerintah', 'punya', 'rencana', 'buat', 'kota', 'baru']",contoh dubai ikn ikn kota terkaya bersyukur pemerintah rencana kota
"saya orang jawa, mendukung segala proyek utk memajukan pulau luar jawa dimanapun itu agar saudara kita di kalimantan bisa merasakan kemajuan ekonomi!!<br>saya harap sumatera sulawesi maluku dan papua juga semakin maju!<br>kita yang di jawa jangan egois bilang buang2 duit. helloo. warga kalimantan juga warga indonesia. jangan sampai giliran membangun pulau lain, kamu protes buang2 uang.",1,saya orang jawa mendukung segala proyek utk memajukan pulau luar jawa dimanapun itu agar saudara kita kalimantan bisa merasakan kemajuan ekonomibrsaya harap sumatera sulawesi maluku dan papua juga semakin majubrkita yang jawa jangan egois bilang buang duit helloo warga kalimantan juga warga indonesia jangan sampai giliran membangun pulau lain kamu protes buang uang,saya orang jawa mendukung segala proyek utk memajukan pulau luar jawa dimanapun itu agar saudara kita kalimantan bisa merasakan kemajuan ekonomibrsaya harap sumatera sulawesi maluku dan papua juga semakin majubrkita yang jawa jangan egois bilang buang duit helloo warga kalimantan juga warga indonesia jangan sampai giliran membangun pulau lain kamu protes buang uang,"['saya', 'orang', 'jawa', 'mendukung', 'segala', 'proyek', 'utk', 'memajukan', 'pulau', 'luar', 'jawa', 'dimanapun', 'itu', 'agar', 'saudara', 'kita', 'kalimantan', 'bisa', 'merasakan', 'kemajuan', 'ekonomibrsaya', 'harap', 'sumatera', 'sulawesi', 'maluku', 'dan', 'papua', 'juga', 'semakin', 'majubrkita', 'yang', 'jawa', 'jangan', 'egois', 'bilang', 'buang', 'duit', 'helloo', 'warga', 'kalimantan', 'juga', 'warga', 'indonesia', 'jangan', 'sampai', 'giliran', 'membangun', 'pulau', 'lain', 'kamu', 'protes', 'buang', 'uang']",orang jawa mendukung proyek utk memajukan pulau jawa dimanapun saudara kalimantan merasakan kemajuan ekonomibrsaya harap sumatera sulawesi maluku papua majubrkita jawa egois bilang buang duit helloo warga kalimantan warga indonesia giliran membangun pulau protes buang uang
Saya orang sumatra gak rela pemerintah buang2 duit untuk ikn. Sedangkan masih banyak daerah lainnya yang tertinggal di berbagai daerah di indonesia. IKN megah rakyat susah. Yang akan menikmatin ikn tidak sampai 5% dari populasi penduduk indonesia. Rakyat tidak butuh ikn. IKN hanya bisnis dagangan jokowi untuk oligarki.,1,Saya orang sumatra gak rela pemerintah buang duit untuk ikn Sedangkan masih banyak daerah lainnya yang tertinggal berbagai daerah indonesia IKN megah rakyat susah Yang akan menikmatin ikn tidak sampai dari populasi penduduk indonesia Rakyat tidak butuh ikn IKN hanya bisnis dagangan jokowi untuk oligarki,saya orang sumatra gak rela pemerintah buang duit untuk ikn sedangkan masih banyak daerah lainnya yang tertinggal berbagai daerah indonesia ikn megah rakyat susah yang akan menikmatin ikn tidak sampai dari populasi penduduk indonesia rakyat tidak butuh ikn ikn hanya bisnis dagangan jokowi untuk oligarki,"['saya', 'orang', 'sumatra', 'gak', 'rela', 'pemerintah', 'buang', 'duit', 'untuk', 'ikn', 'sedangkan', 'masih', 'banyak', 'daerah', 'lainnya', 'yang', 'tertinggal', 'berbagai', 'daerah', 'indonesia', 'ikn', 'megah', 'rakyat', 'susah', 'yang', 'akan', 'menikmatin', 'ikn', 'tidak', 'sampai', 'dari', 'populasi', 'penduduk', 'indonesia', 'rakyat', 'tidak', 'butuh', 'ikn', 'ikn', 'hanya', 'bisnis', 'dagangan', 'jokowi', 'untuk', 'oligarki']",orang sumatra gak rela pemerintah buang duit ikn daerah tertinggal daerah indonesia ikn megah rakyat susah menikmatin ikn populasi penduduk indonesia rakyat butuh ikn ikn bisnis dagangan jokowi oligarki
"@@sipirstring5895 indonesia gak akan maju2 kalo apbn nya dipakai untuk subsidi terus. Seperti istilah jangan memberi makan orang lapar seekor ikan, tetapi berilah ia pancingan dan ajari caranya memancing. Sama dengan sebuah negara, jangan memberi subsidi terus tetapi juga bangun infrastruktur yang mendukung agar masyarakatnya bisa memberi makan mereka sendiri. Mungkin kalau warga sumatera nggak terlalu merasakan perubahan jarak karena pemindahan ibukota, tapi untuk warga kalimantan, sulawesi, maluku dan papua itu sangat berpengaruh.",0,sipirstring indonesia gak akan maju kalo apbn nya dipakai untuk subsidi terus Seperti istilah jangan memberi makan orang lapar seekor ikan tetapi berilah pancingan dan ajari caranya memancing Sama dengan sebuah negara jangan memberi subsidi terus tetapi juga bangun infrastruktur yang mendukung agar masyarakatnya bisa memberi makan mereka sendiri Mungkin kalau warga sumatera nggak terlalu merasakan perubahan jarak karena pemindahan ibukota tapi untuk warga kalimantan sulawesi maluku dan papua itu sangat berpengaruh,sipirstring indonesia gak akan maju kalo apbn nya dipakai untuk subsidi terus seperti istilah jangan memberi makan orang lapar seekor ikan tetapi berilah pancingan dan ajari caranya memancing sama dengan sebuah negara jangan memberi subsidi terus tetapi juga bangun infrastruktur yang mendukung agar masyarakatnya bisa memberi makan mereka sendiri mungkin kalau warga sumatera nggak terlalu merasakan perubahan jarak karena pemindahan ibukota tapi untuk warga kalimantan sulawesi maluku dan papua itu sangat berpengaruh,"['sipirstring', 'indonesia', 'gak', 'akan', 'maju', 'kalo', 'apbn', 'nya', 'dipakai', 'untuk', 'subsidi', 'terus', 'seperti', 'istilah', 'jangan', 'memberi', 'makan', 'orang', 'lapar', 'seekor', 'ikan', 'tetapi', 'berilah', 'pancingan', 'dan', 'ajari', 'caranya', 'memancing', 'sama', 'dengan', 'sebuah', 'negara', 'jangan', 'memberi', 'subsidi', 'terus', 'tetapi', 'juga', 'bangun', 'infrastruktur', 'yang', 'mendukung', 'agar', 'masyarakatnya', 'bisa', 'memberi', 'makan', 'mereka', 'sendiri', 'mungkin', 'kalau', 'warga', 'sumatera', 'nggak', 'terlalu', 'merasakan', 'perubahan', 'jarak', 'karena', 'pemindahan', 'ibukota', 'tapi', 'untuk', 'warga', 'kalimantan', 'sulawesi', 'maluku', 'dan', 'papua', 'itu', 'sangat', 'berpengaruh']",sipirstring indonesia gak maju kalo apbn nya dipakai subsidi istilah makan orang lapar seekor ikan berilah pancingan ajari memancing negara subsidi bangun infrastruktur mendukung masyarakatnya makan warga sumatera nggak merasakan perubahan jarak pemindahan ibukota warga kalimantan sulawesi maluku papua berpengaruh
@@mayhare55555 🤣🤣🤣 siapa yang bahas subsidi. Total biaya pembangunan ibu kota negara atau IKN dapat setara dengan anggaran untuk membangun lebih dari 3.000 rumah sakit dan 212.000 sekolah dasar. Jangan out of topic lah. 20% dana untuk membangun IKN bisa bangun kereta api seluruh kalimantan. Kita gak butuh IKN. Kita butuh pemerataam. Jangan takut gak dapat basos dari pemerintah.,0,mayhare siapa yang bahas subsidi Total biaya pembangunan ibu kota negara atau IKN dapat setara dengan anggaran untuk membangun lebih dari rumah sakit dan sekolah dasar Jangan out topic lah dana untuk membangun IKN bisa bangun kereta api seluruh kalimantan Kita gak butuh IKN Kita butuh pemerataam Jangan takut gak dapat basos dari pemerintah,mayhare siapa yang bahas subsidi total biaya pembangunan ibu kota negara atau ikn dapat setara dengan anggaran untuk membangun lebih dari rumah sakit dan sekolah dasar jangan out topic lah dana untuk membangun ikn bisa bangun kereta api seluruh kalimantan kita gak butuh ikn kita butuh pemerataam jangan takut gak dapat basos dari pemerintah,"['mayhare', 'siapa', 'yang', 'bahas', 'subsidi', 'total', 'biaya', 'pembangunan', 'ibu', 'kota', 'negara', 'atau', 'ikn', 'dapat', 'setara', 'dengan', 'anggaran', 'untuk', 'membangun', 'lebih', 'dari', 'rumah', 'sakit', 'dan', 'sekolah', 'dasar', 'jangan', 'out', 'topic', 'lah', 'dana', 'untuk', 'membangun', 'ikn', 'bisa', 'bangun', 'kereta', 'api', 'seluruh', 'kalimantan', 'kita', 'gak', 'butuh', 'ikn', 'kita', 'butuh', 'pemerataam', 'jangan', 'takut', 'gak', 'dapat', 'basos', 'dari', 'pemerintah']",mayhare bahas subsidi total biaya pembangunan kota negara ikn setara anggaran membangun rumah sakit sekolah dasar out topic dana membangun ikn bangun kereta api kalimantan gak butuh ikn butuh pemerataam takut gak basos pemerintah
"Kasihan .... nggak ada kebanggaan dengan IKN.<br>Projects paling gede imbasnya karena merusak zamrud dikhatulistiwa dan membebani rakyat ambisius tanpa ada kajian AMDAL.<br>Iya sih konsep dari saat BK.<br>Make sense tapi cara pelaksanaannya itu Bro, bilang green city tapi kagak pakai AMDAL. Munafik dan melanggar hukum ....ente ngarti kagak kajian AMDAL. <br>Ada yang investasi? Baru list Bro...... semua juga bisa bikin list mah. <br>Kalau mau jujur, IKN itu maksa banget ngerjakannya tanpa ngukur diri dan TANPA AMDAL!!!! INI Clear DAN BELUM SEKARANG SAATNYA.",0,Kasihan nggak ada kebanggaan dengan IKNbrProjects paling gede imbasnya karena merusak zamrud dikhatulistiwa dan membebani rakyat ambisius tanpa ada kajian AMDALbrIya sih konsep dari saat BKbrMake sense tapi cara pelaksanaannya itu Bro bilang green city tapi kagak pakai AMDAL Munafik dan melanggar hukum ente ngarti kagak kajian AMDAL brAda yang investasi Baru list Bro semua juga bisa bikin list mah brKalau mau jujur IKN itu maksa banget ngerjakannya tanpa ngukur diri dan TANPA AMDAL INI Clear DAN BELUM SEKARANG SAATNYA,kasihan nggak ada kebanggaan dengan iknbrprojects paling gede imbasnya karena merusak zamrud dikhatulistiwa dan membebani rakyat ambisius tanpa ada kajian amdalbriya sih konsep dari saat bkbrmake sense tapi cara pelaksanaannya itu bro bilang green city tapi kagak pakai amdal munafik dan melanggar hukum ente ngarti kagak kajian amdal brada yang investasi baru list bro semua juga bisa bikin list mah brkalau mau jujur ikn itu maksa banget ngerjakannya tanpa ngukur diri dan tanpa amdal ini clear dan belum sekarang saatnya,"['kasihan', 'nggak', 'ada', 'kebanggaan', 'dengan', 'iknbrprojects', 'paling', 'gede', 'imbasnya', 'karena', 'merusak', 'zamrud', 'dikhatulistiwa', 'dan', 'membebani', 'rakyat', 'ambisius', 'tanpa', 'ada', 'kajian', 'amdalbriya', 'sih', 'konsep', 'dari', 'saat', 'bkbrmake', 'sense', 'tapi', 'cara', 'pelaksanaannya', 'itu', 'bro', 'bilang', 'green', 'city', 'tapi', 'kagak', 'pakai', 'amdal', 'munafik', 'dan', 'melanggar', 'hukum', 'ente', 'ngarti', 'kagak', 'kajian', 'amdal', 'brada', 'yang', 'investasi', 'baru', 'list', 'bro', 'semua', 'juga', 'bisa', 'bikin', 'list', 'mah', 'brkalau', 'mau', 'jujur', 'ikn', 'itu', 'maksa', 'banget', 'ngerjakannya', 'tanpa', 'ngukur', 'diri', 'dan', 'tanpa', 'amdal', 'ini', 'clear', 'dan', 'belum', 'sekarang', 'saatnya']",kasihan nggak kebanggaan iknbrprojects gede imbasnya merusak zamrud dikhatulistiwa membebani rakyat ambisius kajian amdalbriya sih konsep bkbrmake sense pelaksanaannya bro bilang green city kagak pakai amdal munafik melanggar hukum ente ngarti kagak kajian amdal brada investasi list bro bikin list mah brkalau jujur ikn maksa banget ngerjakannya ngukur amdal clear
Trus IKN jawabannya gtu.. . Beghh.. . 😅.. .  that Too simple buddy... But that&#39;s your choice so we know your levels 😊,0,Trus IKN jawabannya gtu Beghh that Too simple buddy But that your choice know your levels,trus ikn jawabannya gtu beghh that too simple buddy but that your choice know your levels,"['trus', 'ikn', 'jawabannya', 'gtu', 'beghh', 'that', 'too', 'simple', 'buddy', 'but', 'that', 'your', 'choice', 'know', 'your', 'levels']",trus ikn jawabannya gtu beghh that too simple buddy but that your choice know your levels
"Menurut gua, IKN bagus, visinya bagus. Tapi menurut gua, pendidikan, kemiskinan, kesehatan, jalan rusak, pangan dan segala hal masalah masih banyak yg harus di selesaikan. Menurut gua saat IKN maju, kota kota lain juga harus maju juga. <br><br>Klo emang pembangunan IKN bisa disambingi atau dibarengi dengan penyelesaian masalah-masalah yang ada di indonesia, itu oke, setuju banget. Tapi klo fokusnya cuma di IKN aja, gua ga banget.",0,Menurut gua IKN bagus visinya bagus Tapi menurut gua pendidikan kemiskinan kesehatan jalan rusak pangan dan segala hal masalah masih banyak harus selesaikan Menurut gua saat IKN maju kota kota lain juga harus maju juga brbrKlo emang pembangunan IKN bisa disambingi atau dibarengi dengan penyelesaian masalahmasalah yang ada indonesia itu oke setuju banget Tapi klo fokusnya cuma IKN aja gua banget,menurut gua ikn bagus visinya bagus tapi menurut gua pendidikan kemiskinan kesehatan jalan rusak pangan dan segala hal masalah masih banyak harus selesaikan menurut gua saat ikn maju kota kota lain juga harus maju juga brbrklo emang pembangunan ikn bisa disambingi atau dibarengi dengan penyelesaian masalahmasalah yang ada indonesia itu oke setuju banget tapi klo fokusnya cuma ikn aja gua banget,"['menurut', 'gua', 'ikn', 'bagus', 'visinya', 'bagus', 'tapi', 'menurut', 'gua', 'pendidikan', 'kemiskinan', 'kesehatan', 'jalan', 'rusak', 'pangan', 'dan', 'segala', 'hal', 'masalah', 'masih', 'banyak', 'harus', 'selesaikan', 'menurut', 'gua', 'saat', 'ikn', 'maju', 'kota', 'kota', 'lain', 'juga', 'harus', 'maju', 'juga', 'brbrklo', 'emang', 'pembangunan', 'ikn', 'bisa', 'disambingi', 'atau', 'dibarengi', 'dengan', 'penyelesaian', 'masalahmasalah', 'yang', 'ada', 'indonesia', 'itu', 'oke', 'setuju', 'banget', 'tapi', 'klo', 'fokusnya', 'cuma', 'ikn', 'aja', 'gua', 'banget']",gua ikn bagus visinya bagus gua pendidikan kemiskinan kesehatan jalan rusak pangan selesaikan gua ikn maju kota kota maju brbrklo emang pembangunan ikn disambingi dibarengi penyelesaian masalahmasalah indonesia oke setuju banget klo fokusnya ikn aja gua banget
"Setuju dipindahin, tapi tolonglah para pemimpin didaerah saya susah dapat kerjaan. Berwira usaha dayabeli masyarakat kecil. Bertani nga menguntungka . Ujung2nya jadi guru sekolah swasta. SPT saya yg sarjana.",1,Setuju dipindahin tapi tolonglah para pemimpin didaerah saya susah dapat kerjaan Berwira usaha dayabeli masyarakat kecil Bertani nga menguntungka Ujungnya jadi guru sekolah swasta SPT saya sarjana,setuju dipindahin tapi tolonglah para pemimpin didaerah saya susah dapat kerjaan berwira usaha dayabeli masyarakat kecil bertani nga menguntungka ujungnya jadi guru sekolah swasta spt saya sarjana,"['setuju', 'dipindahin', 'tapi', 'tolonglah', 'para', 'pemimpin', 'didaerah', 'saya', 'susah', 'dapat', 'kerjaan', 'berwira', 'usaha', 'dayabeli', 'masyarakat', 'kecil', 'bertani', 'nga', 'menguntungka', 'ujungnya', 'jadi', 'guru', 'sekolah', 'swasta', 'spt', 'saya', 'sarjana']",setuju dipindahin tolonglah pemimpin didaerah susah kerjaan berwira usaha dayabeli masyarakat bertani nga menguntungka ujungnya guru sekolah swasta spt sarjana
Anis Agus = Angus<br>untung saja nggak jadi koalisi angus ini...,0,Anis Agus Angusbruntung saja nggak jadi koalisi angus ini,anis agus angusbruntung saja nggak jadi koalisi angus ini,"['anis', 'agus', 'angusbruntung', 'saja', 'nggak', 'jadi', 'koalisi', 'angus', 'ini']",anis agus angusbruntung nggak koalisi angus
GW TEGASKAN ORANG INI SESAT!. SUDAH JELAS RENDANG MAKANAN PALING ENAK NOMOR 1 DI DUNIA. ILMU LO KURANG LUAS MON!,0,TEGASKAN ORANG INI SESAT SUDAH JELAS RENDANG MAKANAN PALING ENAK NOMOR DUNIA ILMU KURANG LUAS MON,tegaskan orang ini sesat sudah jelas rendang makanan paling enak nomor dunia ilmu kurang luas mon,"['tegaskan', 'orang', 'ini', 'sesat', 'sudah', 'jelas', 'rendang', 'makanan', 'paling', 'enak', 'nomor', 'dunia', 'ilmu', 'kurang', 'luas', 'mon']",tegaskan orang sesat rendang makanan enak nomor dunia ilmu luas mon
"@@syarifahsyarifah2189 denger aja bang, dia bilang gk ada prestasi indonesia yg no 1 di dunia",0,syarifahsyarifah denger aja bang dia bilang ada prestasi indonesia dunia,syarifahsyarifah denger aja bang dia bilang ada prestasi indonesia dunia,"['syarifahsyarifah', 'denger', 'aja', 'bang', 'dia', 'bilang', 'ada', 'prestasi', 'indonesia', 'dunia']",syarifahsyarifah denger aja bang bilang prestasi indonesia dunia
Hanya orang yg gak cinta Indonesia yg gak setuju IKN di pindah...,1,Hanya orang gak cinta Indonesia gak setuju IKN pindah,hanya orang gak cinta indonesia gak setuju ikn pindah,"['hanya', 'orang', 'gak', 'cinta', 'indonesia', 'gak', 'setuju', 'ikn', 'pindah']",orang gak cinta indonesia gak setuju ikn pindah
IKN sebagai lambang pemerataan .. pak jokowi sudah melihat kedepan .. kalau ttp bertahan gaya lama indonesia tdk lama lagi akan hancur .. banyak provinsi di luar pulau jawa akan mau pisah sama indonesia ..<br>karna menurut pandanganku pulau2 lain selain pulau jawa seperti dijajah .. saya sudah banyak melakukan perjalanan setiap pulau dan sangat miris .. kalau IKN ggl maka siap2 ajah .. indonesia akan hancur dan akan banyak yg memberontak,1,IKN sebagai lambang pemerataan pak jokowi sudah melihat kedepan kalau ttp bertahan gaya lama indonesia tdk lama lagi akan hancur banyak provinsi luar pulau jawa akan mau pisah sama indonesia brkarna menurut pandanganku pulau lain selain pulau jawa seperti dijajah saya sudah banyak melakukan perjalanan setiap pulau dan sangat miris kalau IKN ggl maka siap ajah indonesia akan hancur dan akan banyak memberontak,ikn sebagai lambang pemerataan pak jokowi sudah melihat kedepan kalau ttp bertahan gaya lama indonesia tdk lama lagi akan hancur banyak provinsi luar pulau jawa akan mau pisah sama indonesia brkarna menurut pandanganku pulau lain selain pulau jawa seperti dijajah saya sudah banyak melakukan perjalanan setiap pulau dan sangat miris kalau ikn ggl maka siap ajah indonesia akan hancur dan akan banyak memberontak,"['ikn', 'sebagai', 'lambang', 'pemerataan', 'pak', 'jokowi', 'sudah', 'melihat', 'kedepan', 'kalau', 'ttp', 'bertahan', 'gaya', 'lama', 'indonesia', 'tdk', 'lama', 'lagi', 'akan', 'hancur', 'banyak', 'provinsi', 'luar', 'pulau', 'jawa', 'akan', 'mau', 'pisah', 'sama', 'indonesia', 'brkarna', 'menurut', 'pandanganku', 'pulau', 'lain', 'selain', 'pulau', 'jawa', 'seperti', 'dijajah', 'saya', 'sudah', 'banyak', 'melakukan', 'perjalanan', 'setiap', 'pulau', 'dan', 'sangat', 'miris', 'kalau', 'ikn', 'ggl', 'maka', 'siap', 'ajah', 'indonesia', 'akan', 'hancur', 'dan', 'akan', 'banyak', 'memberontak']",ikn lambang pemerataan jokowi kedepan ttp bertahan gaya indonesia tdk hancur provinsi pulau jawa pisah indonesia brkarna pandanganku pulau pulau jawa dijajah perjalanan pulau miris ikn ggl ajah indonesia hancur memberontak
"Siapapun yg terpilih, semoga project IKN terus dilanjutkan termasuk rencana hilirisasi Indonesia..",1,Siapapun terpilih semoga project IKN terus dilanjutkan termasuk rencana hilirisasi Indonesia,siapapun terpilih semoga project ikn terus dilanjutkan termasuk rencana hilirisasi indonesia,"['siapapun', 'terpilih', 'semoga', 'project', 'ikn', 'terus', 'dilanjutkan', 'termasuk', 'rencana', 'hilirisasi', 'indonesia']",terpilih semoga project ikn dilanjutkan rencana hilirisasi indonesia
Saya Berharap Semoga siapapun Presiden RI Selanjutnya Bisa meneruskan Proyek IKN ini. Saya setuju dengan Apa yang Bang Raymond bilang bahwa IKN ini Simbol Republik Indonesia di mata dunia yang bisa kita banggakan di kemudian Hari. Semoga Lancar dan Sukses Pembangunan IKN.,1,Saya Berharap Semoga siapapun Presiden Selanjutnya Bisa meneruskan Proyek IKN ini Saya setuju dengan Apa yang Bang Raymond bilang bahwa IKN ini Simbol Republik Indonesia mata dunia yang bisa kita banggakan kemudian Hari Semoga Lancar dan Sukses Pembangunan IKN,saya berharap semoga siapapun presiden selanjutnya bisa meneruskan proyek ikn ini saya setuju dengan apa yang bang raymond bilang bahwa ikn ini simbol republik indonesia mata dunia yang bisa kita banggakan kemudian hari semoga lancar dan sukses pembangunan ikn,"['saya', 'berharap', 'semoga', 'siapapun', 'presiden', 'selanjutnya', 'bisa', 'meneruskan', 'proyek', 'ikn', 'ini', 'saya', 'setuju', 'dengan', 'apa', 'yang', 'bang', 'raymond', 'bilang', 'bahwa', 'ikn', 'ini', 'simbol', 'republik', 'indonesia', 'mata', 'dunia', 'yang', 'bisa', 'kita', 'banggakan', 'kemudian', 'hari', 'semoga', 'lancar', 'dan', 'sukses', 'pembangunan', 'ikn']",berharap semoga presiden meneruskan proyek ikn setuju bang raymond bilang ikn simbol republik indonesia mata dunia banggakan semoga lancar sukses pembangunan ikn
"Bang, kekayaan alam indonesia yang di gerus sama proyek IKN itu diakui dunia sebagai paru² dunia, malah di rusak",0,Bang kekayaan alam indonesia yang gerus sama proyek IKN itu diakui dunia sebagai paru dunia malah rusak,bang kekayaan alam indonesia yang gerus sama proyek ikn itu diakui dunia sebagai paru dunia malah rusak,"['bang', 'kekayaan', 'alam', 'indonesia', 'yang', 'gerus', 'sama', 'proyek', 'ikn', 'itu', 'diakui', 'dunia', 'sebagai', 'paru', 'dunia', 'malah', 'rusak']",bang kekayaan alam indonesia gerus proyek ikn diakui dunia paru dunia rusak
"Daripada dikurupsi sama kader partai Nasdem 8triliun, masih mending IKN ada wujudnya.",1,Daripada dikurupsi sama kader partai Nasdem triliun masih mending IKN ada wujudnya,daripada dikurupsi sama kader partai nasdem triliun masih mending ikn ada wujudnya,"['daripada', 'dikurupsi', 'sama', 'kader', 'partai', 'nasdem', 'triliun', 'masih', 'mending', 'ikn', 'ada', 'wujudnya']",dikurupsi kader partai nasdem triliun mending ikn wujudnya
Kalau cara kerjanya tidak seperti presiden sebelumnya (pak Jokowi) nggak bisa menjamin progress dan hasilnya akan sama dan sesuai dengan yang diharapkan.,1,Kalau cara kerjanya tidak seperti presiden sebelumnya pak Jokowi nggak bisa menjamin progress dan hasilnya akan sama dan sesuai dengan yang diharapkan,kalau cara kerjanya tidak seperti presiden sebelumnya pak jokowi nggak bisa menjamin progress dan hasilnya akan sama dan sesuai dengan yang diharapkan,"['kalau', 'cara', 'kerjanya', 'tidak', 'seperti', 'presiden', 'sebelumnya', 'pak', 'jokowi', 'nggak', 'bisa', 'menjamin', 'progress', 'dan', 'hasilnya', 'akan', 'sama', 'dan', 'sesuai', 'dengan', 'yang', 'diharapkan']",kerjanya presiden jokowi nggak menjamin progress hasilnya sesuai diharapkan
